scenario,chain_length,graph,graph_time_avg_cost,graph_event_avg_cost,graph_reqs_total,graph_reqs_cold,graph_reqs_warm,graph_reqs_init_free,graph_reqs_init_reserved,graph_reqs_queued,graph_reqs_reject,external_arrivals,internal_arrivals,graph_prob_cold,graph_prob_warm,graph_prob_queued,graph_prob_reject,graph_inst_count_avg,graph_inst_running_count_avg,graph_inst_idle_count_avg,graph_inst_init_free_count_avg,graph_inst_init_reserved_count_avg,graph_inst_queued_jobs_count_avg,simulated_time,warm_service_rate,warm_service_mean_time,cold_service_rate,cold_service_mean_time,cold_start_rate,cold_start_mean_time,expiration_rate,expiration_mean_time,total_expected_warm_service_time,total_expected_cold_service_time,total_expected_cold_start_time,total_expected_expiration_time,run_dir,stdout_log
event_budget,1,A1,118.55649112746887,122.50616,24759,194,24758,256,1,193,0,24759,0,0.0078355345530918,0.9999596106466336,0.0077951451997253,0.0,21.040186684105464,10.17505117218463,9.79402804253612,0.236729004151836,0.0111635575107454,0.8232149077221356,2456.525365421357,1.0,1.0,100.0,0.01,0.1,10.0,0.01,100.0,1.0,0.01,10.0,100.0,/opt/Projects/Soft2/NSGD/logs/sanitycheck_event_budget_L01_arr10.0_20260427_114946,/opt/Projects/Soft2/NSGD/results_figures/run_logs/event_budget_L01.log
